artist,album,track,uri
Erykah Badu,Baduizm,On & On,spotify:track:0tNuJpBgtE65diL6Q8Q7fI
Baird,"BIRDSONGS, Vol. 3",Lianne,spotify:track:3heouMJWgqAEWbHae2i3zN
Carter Ace,SEASON ONE,Keep On,spotify:track:5mHzkwx5rKvJY5GAmApnbe
ODIE,Analogue,North Face,spotify:track:63bAGRSSX2V1hhPSP2NpBC
Ariana Grande,My Everything,You Don't Know Me,spotify:track:3YQfqb3oFhDZa3iNcFu57G
J Hus,Who Told You (feat. Drake),Who Told You (feat. Drake),spotify:track:40EXFgNMOIQRQOwJZ8mJkC
Jai'Len Josey,Illustrations,Can You Do It for Me?,spotify:track:70QhXL1osJ7lRfIqZ1Doux
veggi,THINKING,THINKING,spotify:track:2l1AGvFDSXYZ0P0f3Eecih
Central Cee,gen z luv,gen z luv,spotify:track:13hJUmR1UpCUzyHjotiImK
KAYTRANADA,Intimidated,Intimidated (feat. H.E.R.),spotify:track:0dFdGPVLs3k0z9ezYWZzUa
Àbáse,Laroyê,Oya,spotify:track:2brOXJxrclrdofICIfq7cf
Drake,More Life,Free Smoke,spotify:track:05KOgYg8PGeJyyWBPi5ja8
Odd Future,The OF Tape Vol. 2,White (feat. Frank Ocean),spotify:track:2gEmgpnxseKEVRTwkSGopN
Jung Kook,3D (feat. Jack Harlow),3D (feat. Jack Harlow),spotify:track:6ehWdR7cGDXnT7aKEASJxE
USHER,Confessions (Expanded Edition),Bad Girl,spotify:track:5rPzPAaOUceS8HiAculegz
Kota the Friend,"Lyrics to Go, Vol. 1",Retirement Plan,spotify:track:1J8IyXskgOmbC2dd5nunO5
The Drums,Portamento,Money,spotify:track:0vAb3U3NJhiuib2B7sJdeJ
Blur,The Magic Whip,Ghost Ship,spotify:track:61JDaStnXY3vbaEjliB5WA
Hayden James,Permission To Love,Permission To Love,spotify:track:3lCYoQVMB03dVLZ8DOzYVD
Swedish House Mafia,One (Your Name),One,spotify:track:4xr1Azj8mCbz6u8CITf8ef
Ice Spice,Like..?,Gangsta Boo (with Lil Tjay),spotify:track:6Ntj4LvgVgjlprxD2JyhZS
WILLOW,ARDIPITHECUS,Wait a Minute!,spotify:track:0y60itmpH0aPKsFiGxmtnh
Ne-Yo,Year Of The Gentleman,Miss Independent,spotify:track:34ceTg8ChN5HjrqiIYCn9Q
Jockstrap,I Love You Jennifer B,Glasgow,spotify:track:2JTXw66YfzTRqFtWfdWkMV
Tom Tom Club,Tom Tom Club,Genius of Love,spotify:track:6UBQONiLH8kNmmB8UrV2Ef
Jade,Jade To The Max,Don't Walk Away,spotify:track:7tsRp7QKUBp6hc9bth0h7x
Jarreau Vandal,Someone That You Love,Someone That You Love,spotify:track:3S2LNcyJre3hvJbPTcoghO
Shafiq Husayn,The Loop,It’s Better For You,spotify:track:0W8TPXLiCgfS4FO1UlFVUN
Colde,Poem,Poem (Shhh),spotify:track:4UyV2ZMo5NpCcO0u3xX8uB
Change,Miracles,Hold Tight,spotify:track:4bh0r5EmhGg8bPmoy4KjUK
Aminé,ONEPOINTFIVE,DR. WHOEVER,spotify:track:2qpX5WY7A7uLLLQfFpvRDK
Tove Lo,Sunshine Kitty,Are U gonna tell her? (feat. MC Zaac),spotify:track:2qoIbcyKPpe3BKifpAfh53
Gareth Donkin,Autumnbreeze/Singmetosleep,Autumnbreeze,spotify:track:7wMIOv8o7MuLhAXD670nAG
A2,BLUE,Gold,spotify:track:6zU74AvuX7QmgAHggLMUCt
Flwr Chyld,Eucalyptus,Eucalyptus,spotify:track:0jXcEpjGIfyDYCqf2eTmjN
Drake,Scary Hours 2,Lemon Pepper Freestyle (feat. Rick Ross),spotify:track:4FRW5Nza1Ym91BGV4nFWXI
cktrl,zero,"felt (ft. anaiis, Annahstasia & Anajah)",spotify:track:01BOVQ7zBd0kTz1JqLLzQk
Kevin Abstract,Tennessee (feat. Lil Nas X),Tennessee (feat. Lil Nas X),spotify:track:3AvfMmfCipJLdr9OozL1bv
Cleo Sol,Mother,23,spotify:track:1JVEM4C04VPAU9JTnKthNk
Nicki Minaj,Beam Me Up Scotty,Itty Bitty Piggy,spotify:track:1uYxHHZBRliM9cNzCxq93g
Myra,Pom Pom,Pom Pom,spotify:track:7Cv8DRBiNOPpftEFfDcGMs
Kanye West,The Life Of Pablo,Wolves,spotify:track:432hUIl3ISDeytYW5XBQ5h
Rayana Jay,Somewhere Up There,Somewhere Up There,spotify:track:4ibG0NGXysnA46DZclKF0B
Doechii,Stressed,Stressed,spotify:track:0VgFUdSwF7cdQMixbHIXzD
Ameer Vann,Keep Your Distance,Keep Your Distance,spotify:track:5dfMZKLa5AmXmsMmkQgu0t
Jordan Rakei,Wind Parade,Wind Parade,spotify:track:0g941Kqd2InTMBbJO4eFlf
Khruangbin,Hasta El Cielo (Con Todo El Mundo In Dub),A La Sala,spotify:track:6deEHy79ij1kUpCfxH1buS
Injury Reserve,Jailbreak the Tesla (feat. Aminé),Jailbreak the Tesla (feat. Aminé),spotify:track:5GvdOog4FrFxWm6fXfjYIY
Jonah Yano,portrait of a dog,portrait of a dog,spotify:track:16ZMPVhi74SqGAV7LgnShL
J. Cole,4 Your Eyez Only,Foldin Clothes,spotify:track:77IAeEz8LEchPN8UNjaTJ2
BROCKHAMPTON,SATURATION III,BLEACH,spotify:track:0dWOFwdXrbBUYqD9DLsoyK
Drake,So Far Gone,Best I Ever Had,spotify:track:3fyMH1t6UPeR5croea9PrR
Chuck Sutton,i know what i'm doing*,133 (Ode to Freshman),spotify:track:0Gfg7xE8RfmCXdtCAGVVUD
070 Shake,You Can’t Kill Me,Cocoon,spotify:track:069mlD5el7f9hcN4Wh4YXb
"Tyler, The Creator",CALL ME IF YOU GET LOST,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),spotify:track:7z4xW9WY86uH3gd1V9pfCM
Angela Muñoz,Introspection,I Don't Care,spotify:track:0hJr44VZB20QeveRT80L8x
Clairo,Charm,Add Up My Love,spotify:track:6FcDxtnGfsYHOcGkXN2OIG
Kari Faux,Color Theory,Color Theory,spotify:track:3CPc0gyGl2iJGQJpnsmYxs
AQUIHAYAQUIHAY,Ya No Es Igual,Ya No Es Igual,spotify:track:2X1HILZDBnPpDjC4LCl4oK
Global Dan,Global Warming,Flossin,spotify:track:3L7bvdPP96l4Y7BQnI1Gom
Doechii,Crazy,Crazy,spotify:track:2b1MCbfwRZ1teOX1vSm4Xt
Pitch Slapped,Complexion,Jealous,spotify:track:5MTAGHp87QapateEwcDxqd
Deniece Williams,Footloose (15th Anniversary Collectors' Edition),"Let's Hear It for the Boy - From ""Footloose"" Soundtrack",spotify:track:5kaF88lat4fWUiDXP6G48M
IAMNOBODI,House Hues,Dollaz,spotify:track:6xRmKjmW38AxD594nBbDtY
Rihanna,Bitch Better Have My Money,Bitch Better Have My Money,spotify:track:0vLxMyI85TR1aPDyz647rF
Hailey Knox,Charismatic,Charismatic,spotify:track:4zJD8PyDnzzA3WCi8Eg0jc
Loukeman,Toes Down,Toes Down,spotify:track:4RBltccJevBLRCaKx8GeP0
emir taha,Ultralight Beam,Ultralight Beam,spotify:track:0TTKVFFUtgDylIdIP7EzlB
Doja Cat,Demons,Demons,spotify:track:1xemKSmCnH59ze3KX5wwgH
Jill Scott,Who Is Jill Scott?,Gettin' in the Way,spotify:track:1RqIdqfYW3ncpR6QU7v0cf
Wallows,OK,OK,spotify:track:0APAKxMXB7jdDs4kw1l30y
Omar Apollo,Heart,Heart,spotify:track:79o5osBtATdWV0Vl5vrbY5
Foudeqush,Black Panther: Wakanda Forever - Music From and Inspired By,Con La Brisa,spotify:track:2LSsSV7V33wM9EKQA2xjGS
Asal Hazel,Utmt,Utmt,spotify:track:3xBEV03CrDLJWQ7OIhKtk6
Piero Umiliani,La ragazza dalla pelle di luna,Mahè,spotify:track:29eLonNk3JNVWqu58cr7rq
Drake,Nice For What,Nice For What,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN
Tame Impala,The Slow Rush,Borderline,spotify:track:5hM5arv9KDbCHS0k9uqwjr
Fugees,The Score,Ready or Not,spotify:track:3vZO25GdYuqFrR1kzZADnp
UltraViolet Catastrophe,Mind,Mind,spotify:track:2vE0cPPJfwwarK2ONStbi0
Carly Rae Jepsen,The Loneliest Time,Shooting Star,spotify:track:3nbDQdyujeg7dTTSZxVXWO
Leikeli47,Acrylic,CIAA,spotify:track:4ZhNhOllhgcw3yAGgKibUT
Queen,Jazz,Don't Stop Me Now,spotify:track:43DHLzDkncpby82Po5jlOZ
Little Simz,Drop 6,"might bang, might not",spotify:track:0lAenyfo765pFS0irWQ0sG
SZA,SOS,Forgiveless (feat. Ol' Dirty Bastard),spotify:track:5IcP1PPnleZ2kuwKDyfNC5
Cortex,"Cortex, Vol. 2",Efficace Swing,spotify:track:4RduagyN6mPKY5h81Gzb8P
Unusual Demont,Sugar,Sugar,spotify:track:5KfUqRRbm6ACSzLxUS57R2
Leven Kali,EEK,EEK,spotify:track:3ixoDRreLMvvTeYdUFenSS
Kllo,Walls To Build,Walls To Build - Mall Grab Remix,spotify:track:6wmWC3kGcFvumqBiWXKnx3
Black Hibiscus,"YOU, ME & HER","YOU, ME & HER",spotify:track:5NmID3iqf6S77eXrPH1ZQs
Erykah Badu,Mama's Gun,Didn't Cha Know,spotify:track:7pv80uUHfocFqfTytu1MVi
Sonzeira,Brasil Bam Bam Bam (Gilles Peterson Presents Sonzeira),America Latina,spotify:track:4uStp7l7V61DlGcThV6Y4Q
Rejjie Snow,The Moon & You,SUNNY CALIFORNIA,spotify:track:5XsE9b5ZLc1Sg26sHJ4h3D
Lucky Daye,Roll Some Mo,Roll Some Mo,spotify:track:5ym4GENsMc7VbZVYyulq84
Hoody,The Star,Lovely Day,spotify:track:7xrh3ovbq1Ip8sMr7wZMiy
JMSN,Velvet,Sunshine,spotify:track:0d44FIqKZ2VF5bYedlsFOc
Beyoncé,I AM...SASHA FIERCE,Diva,spotify:track:5Ssv6DaKrW0HczVqx6zXdl
Jo'zzy,Pleasantville,Pleasantville,spotify:track:3uIEXhEy0PWXWW4Lfo804E
QUIN,Galactica,Over Again,spotify:track:7j0OP8Hdw3O0ztt0PcOHHR
Feid,LOS 9 DE FERXXO Y SKY ROMPIENDO,AGAIN,spotify:track:7iyawgjHLk3q9jksG3mWtD
Joe Hertz,Cross My Mind,Cross My Mind,spotify:track:2qFsJGW32SA20UUfLWdCuS
The Avalanches,Wildflower,If I Was A Folkstar,spotify:track:27Es1J9GNKf0pZLy3sdzjl
Jean Deaux,Anytime (feat. Kehlani & ROMderful),Anytime (feat. Kehlani & ROMderful),spotify:track:3sYt2jxFvJODYQpRZbQfof
The Beatles,Revolver,For No One - Remastered 2009,spotify:track:1kDkaFlmkdEZiVUogaP9OZ
Junia-T,Studio Monk,Ooowee,spotify:track:4CgS09PVVpogWXX4VyDYJ3
Nick Hakim,COMETA,Only One,spotify:track:5ohNRWPjvFFH5BfmP0iJ9f
Joy Crookes,Influence EP,Power,spotify:track:46IBtK4GyaD3fPv7gbyQyN
TeaMarrr,Kinda Love,Kinda Love,spotify:track:2aOufD9FiarF4jDaxo8B8c
"Tyler, The Creator",CALL ME IF YOU GET LOST,LEMONHEAD (feat. 42 Dugg),spotify:track:5fbHRCsGpFIOLRtlhCRFDR
Lou Phelps,NIKE SHOE BOX,NIKE SHOE BOX,spotify:track:1Nc1cCLmLv41y9ItbgCKf3
klark sound,Try Try Try,Try Try Try,spotify:track:5W6o9cy9Xd2FJeWsp1rbjG
MIA GLADSTONE,GEEKIN,GEEKIN,spotify:track:2AdcAJUXNrvgKEdIEbXVy8
Adja,IRONEYE,Told you so,spotify:track:0ghflGGfVvifD3szXw4LwO
Rex Orange County,Sunflower,Sunflower,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ
Kanye West,The Life Of Pablo,Father Stretch My Hands Pt. 1,spotify:track:6QO46cJfmFvvCKUgauKOKS
Jaden,GOKU,GOKU,spotify:track:3BgL0IcxKAd0sukooPIVhA
Kim Yuna,Tales of Sensuality,La Vie Rosée,spotify:track:77EJqUi8w6kstvE53TFxnw
Sure Sure,Funky Galileo,Funky Galileo,spotify:track:0TAHhMjG17P5pzlSm1sgSl
Doechii,Persuasive,Persuasive,spotify:track:5MA0iU2dyAFwWUzfyrk2di
Kota the Friend,Lyrics to GO Vol. 5,TULUM,spotify:track:7xSlkebKRYibm6plhrEQAX
King Gizzard & The Lizard Wizard,Omnium Gatherum,Kepler-22b,spotify:track:1d7amkMBfY5jwDaVYpWKUv
DESTIN CONRAD,SATIN,DAYDREAM,spotify:track:2dsbZwFPMYhchakMgL72DD
DPR LIVE,Her,Text Me,spotify:track:1dN4Z7wZTQXLEl33RkMO3a
Cassowary,Cassowary,Cyclical,spotify:track:3wH3I5K1ncdQc0VCXoBwSV
Kikagaku Moyo,Masana Temples,Orange Peel,spotify:track:1PsmulvySjl0ryZ1pHU2Jg
Omar Apollo,Erase,Erase,spotify:track:4luBGXcgpFQPPAtcF4zEdv
Kyle Dion,SUGA,Glass House,spotify:track:4LykuDcXuWs2nz0CZLigJv
Sam Wills,Breathe,Traingazing,spotify:track:0edtKj1oW6rJ9f4wRtLPPH
Carter Ace,SEASON ONE,Doing Plenty,spotify:track:4RNXFy8R7T9T6z9bJ6MVnE
Drake,So Far Gone,Bria's Interlude (feat. Omarion),spotify:track:4i3GraNMzBKze1WsVl38DS
Vince Staples,Summertime '06,Norf Norf,spotify:track:4uQ7wYsuL0DryknoDc11Hk
Hemai,Leisure Trip,Love Theme For Leisure Trip,spotify:track:4y8sLI9EIF4qqtYsh4bLt2
Ari Lennox,Shea Butter Baby,New Apartment,spotify:track:587qpoPHuXkSRSykLM4EBp
Hosiannah,Eduardo made a new friend today,"Oh, you're taller in real life",spotify:track:6Lhc5W4aQKpk9hElFh26D0
Noa Lewis,Attention,Attention,spotify:track:6uChhWADrxd7q0hsEiqETC
Teezo Touchdown,How Do You Sleep At Night?,Too Easy (feat. Isaiah Rusk),spotify:track:1KeTFvo89fkrxER08CNKUk
offonoff,boy.,gold (Feat. Dean),spotify:track:0EYOhg4jMf7hCLeQIxlvKL
CARRTOONS,Homegrown,Be There For You,spotify:track:6m8MJydiBEGbAJIJKhFNUX
Mild Minds,SWIM,Swim,spotify:track:7GhZOVHHIMUWzLotMJUprl
Nicki Minaj,Pink Friday 2,Everybody (feat. Lil Uzi Vert),spotify:track:4JdtcbuALyHUZnYfa8LQwo
Bree Runway,2000AND4EVA,GUCCI (feat. Maliibu Miitch),spotify:track:7k8JGPGIQSO2ma5hlv8uzR
Spencer.,Automatic,Automatic,spotify:track:2oR8bDhXa7FXTlrDT3QpI5
Elis Regina,Elis & Tom,Águas De Março,spotify:track:1BIDHSkkst8nckyBaHVP6A
Drake,Nothing Was The Same,Come Thru,spotify:track:5CDy1I6rSt6vXdqIb87A6f
The Buggles,The Age Of Plastic,Video Killed The Radio Star,spotify:track:6t1FIJlZWTQfIZhsGjaulM
Wale,Ambition,Lotus Flower Bomb (feat. Miguel),spotify:track:3MAgQuClHcAV8E9CbeBS6f
Jaden,ERYS,P,spotify:track:5m9Oa79lqWTRxTmHjbxOX3
NCT 127,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,FOOL,spotify:track:7GfBzU8xvxEEu4K1x06z4Z
Acidslop,Forever Is a Dollar,Forever Is a Dollar,spotify:track:0r02LIJVqxWY5GxjsekB8K
Baird,"BIRDSONGS, Vol. 2",BITE,spotify:track:2tUqgzXUa4tqj2fRdPVtFX
CASIOPEA,CASIOPEA,ブラック・ジョーク,spotify:track:2tYHCZNhGoWZ6cCGzgkAPo
Kehlani,SweetSexySavage,CRZY,spotify:track:6Dwtha2FtZFoMEBh5GR2sq
SZA,SOS,Low,spotify:track:2GAhgAjOhEmItWLfgisyOn
DESTIN CONRAD,SUBMISSIVE2,TIME MOVES SLOW,spotify:track:3OSd1R9yXt20n7n1ELktne
Yeek,Solstice,Solstice,spotify:track:5HmeBQPX3b82P9gsTauFeR
Kanye West,Late Registration,Hey Mama,spotify:track:46OFHBw45fNi7QNjSetITR
Bad Bunny,X 100PRE,La Romana,spotify:track:1khmgu0pveJbkbpbkyvcQv
Teezo Touchdown,Making Flippy Floppy,Making Flippy Floppy,spotify:track:4Fe8oAYlZgnpmk2TnBh1qu
Mk.gee,Pronounced Mcgee,You,spotify:track:75ZoDBdTAO9e896PtMsbnG
Freddie Gibbs,Alfredo,Babies & Fools (feat. Conway the Machine),spotify:track:3RyLrayd9un9ClTah57JI0
Denzel Curry,Live At Electric Lady,Walkin - Live At Electric Lady,spotify:track:1IlafhPrMREhGVsl81toXN
Beau Diako,Animal,Animal,spotify:track:2wWD8M3DJNECrjdCNnzjey
Venna,Casa Lopez,Casa Lopez,spotify:track:15vePScuEPjJeOWsnNqGgo
The Silhouettes Project,The Silhouettes Project,Closer,spotify:track:0pMs1gXODWwGQ1pK3qKVtz
Kanye West,808s & Heartbreak,Paranoid,spotify:track:0w2piYWj1F2bzUftzGJgK9
Odd Future,The OF Tape Vol. 2,"Analog 2 (feat. Tyler, The Creator, Frank Ocean & Sydney Bennett)",spotify:track:0d8ONGx43ZprlHlmLZODpD
DAO,Lifted,Lifted,spotify:track:6SptLSH5KWZl9udqTyZUpy
¿Téo?,In Your Body,In Your Body,spotify:track:2VRJKXrqR4ztn6WgJ28R9r
LiSA,LEO-NiNE,紅蓮華,spotify:track:0qMip0B2D4ePEjBJvAtYre
Shawn Mendes,Handwritten,Stitches,spotify:track:3zkWCteF82vJwv0hRLba76
Sunny V,No Pork In My Gumbo,Pas De Transpiration (No Sweat),spotify:track:6NfSLkCErfq0zNQ6vSvrAs
Dreamville,Revenge Of The Dreamers III,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),spotify:track:7wTA0NKIm6T7nP2kaymU2a
Flo Milli,Bed Time (feat. Monaleo & Gloss Up),Bed Time (feat. Monaleo & Gloss Up),spotify:track:5H7IzRvSCGY2p7jjuCu6g1
SWV,Release Some Tension,Rain,spotify:track:4G1qRhOk1YY0kewtMaCrMC
Souly Had,Overrated,Overrated,spotify:track:5ANDaGuWB9VDwC6rVEZhm4
GoldLink,Got Friends,Got Friends,spotify:track:1PVza5KmhSJhz12OewWciE
Cleo Sol,Mother,Know That You Are Loved,spotify:track:174yp4XX5F3HGX82Lj2JBB
¿Téo?,Uno Dos (feat. Jaden Smith),Uno Dos (feat. Jaden Smith),spotify:track:4izDoelJ5qRHICeE8iHx07
Drake,For All The Dogs Scary Hours Edition,Red Button,spotify:track:5Mc8XDfGQCMkOEZm9rS1cE
Brijean,Feelings,Hey Boy,spotify:track:4gqDN1M6lY1Dzkr2N0pZDI
Travis Mills,While You Wait,I Doubt It (feat. Blackbear & Skizzy Mars),spotify:track:6wlcdxPaTHgzVKR3n1NOb0
Dal,Control,Control,spotify:track:0QnO4MXNXdognrL79ZceTS
Beyoncé,BEYONCÉ [Platinum Edition],Superpower (feat. Frank Ocean),spotify:track:49sXkAcR5LvOrtq5Qcn5cf
Stevedreez,STAY UP / SWEET,STAY UP,spotify:track:1hb5zeeR0SchsLSIPrphL8
Photay,Windswept,Thermal Loop,spotify:track:7LcmaUhdM5Ro8Qy1kCdH8K
Sticks & Stonez,You're My,You're My,spotify:track:5ulWUXo2mV3xy2PzzuVTuB
Yaya Bey,on the pisces moon,on the pisces moon,spotify:track:7Kuo76MyWTcnRlw0wbvAAQ
Mac Miller,The Divine Feminine,Soulmate,spotify:track:2puHJmjL4jvO19aEA7kzcb
Childish Gambino,Atavista,"Psilocybae (Millennial Love) (feat. 21 Savage, Ink & Kadhja Bonet)",spotify:track:6ajiOUVtxRjYcf1EvBDoV4
Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,Signs,spotify:track:1sMDGAeqO3poTu1rjnEgKB
Johnny Mathis,Johnny Mathis Gold: A 50th Anniversary Celebration,Misty,spotify:track:7umUzOggE00eZPdO8dJ5pc
KAYTRANADA,NOTHIN LIKE U / CHANCES,CHANCES,spotify:track:0XEhhANHRAqXM9c3JSvLfX
Melodiesinfonie,A Journey to You,Light,spotify:track:4cmGJpXwXNCTMHfu5gOBCP
Sampha,Lahai,Only,spotify:track:5exI5swI6LNxrwdEDbL16y
Sophie Faith,Late Nights,Late Nights,spotify:track:2NWW0Y8DSLJyXN3NzjSnLh
Drake,Back To Back,Back To Back,spotify:track:5lFDtgWsjRJu8fPOAyJIAK
Elohim,Bring Me Back,Bring Me Back,spotify:track:4fzxNsK0wKUkLr6V0uYoEq
vbnd,Daughter of the Sun,Smoke,spotify:track:3KdqW7vrStW0VIp1Pfk0cq
Bad Bunny,nadie sabe lo que va a pasar mañana,CYBERTRUCK,spotify:track:4Jc7252S1P99DjQ1lNGEOc
klark sound,Red Spot Sun,Red Spot Sun,spotify:track:71R9vM6DUBf4wWIKFG35Ii
Denzel Curry,Live At Electric Lady,Didn't Cha Know [Feat. Bilal] - Live At Electric Lady,spotify:track:33VfEqHmo459jipU1W7it1
KAYTRAMINÉ,KAYTRAMINÉ,Sossaup,spotify:track:6y5UMIVVJDsULZwfZ0bNRX
Monaleo,We Not Humping,We Not Humping - Remix,spotify:track:4ue41gFbAjoU0P1EberJWm
Paul Mond,My Own Journey,cajun fries,spotify:track:2hbS4QGhkyb2leaUrGpV4M
GoldLink,Diaspora,"U Say (feat. Tyler, The Creator & Jay Prince)",spotify:track:2p37Mfy2PWajgOS3i2aaep
Nicki Minaj,Queen Radio: Volume 1,Super Freaky Girl,spotify:track:2yjlYDiNiQkdxVqTlaSrlX
Bobby Caldwell,What You Won't Do for Love,What You Won't Do for Love,spotify:track:7dL8FCLzEaWC2A3qWQuz1q
Papa Bear & His Cubs,You're so Fine,Sweetest Thing on This Side of Heaven,spotify:track:6O69NGPST8QReoHAplv9OL
Kanii,it was nice knowing u,scary,spotify:track:2rm2Snnh4NRs7Z7SDauF42
Madison McFerrin,Stay Away (From Me),Stay Away (From Me),spotify:track:7BXiYR26xUYRrZ4D9SSU4F
Pharrell Williams,The Neptunes Present... Clones,Frontin' (feat. JAY-Z) - Club Mix,spotify:track:1SyRNJfG1x58EFsWR8EM2k
Lil Wayne,Tha Carter IV,6 Foot 7 Foot,spotify:track:5Qy6a5KzM4XlRxsNcGYhgH
Unknown Mortal Orchestra,Multi-Love,Can’t Keep Checking My Phone,spotify:track:0x38UMMhYacciPRK7ETk1M
SZA,SOS,Used (feat. Don Toliver),spotify:track:1TweDM3JC49LNeelLVg3yX
Cashmere Cat,9,Wild Love (feat. The Weeknd & Francis and the Lights),spotify:track:5vmakI7B19A2L7WBVutTXO
Amber Mark,Worth It,Worth It - Jarreau Vandal Remix,spotify:track:68so2vv84HJ0ik17PJznNL
DEM DUD3S,Ms Daisy,Ms Daisy,spotify:track:14jT08CWLpNI0g2mhu0xkd
"Tyler, The Creator",IGOR,PUPPET,spotify:track:0wEC0GNF74lAqrEFZJMl1m
Chelsie Denise,We Guhd,We Guhd,spotify:track:5sz3GUYr3HqC6IBuUJQsYl
Kenya Grace,Oranges,Oranges,spotify:track:1sfLRmfnsHo4HwTAGK6u1k
Junglepussy,Jp4,Arugula,spotify:track:7vO3gp2Mpxv2yySRfw8cMu
Masego,Veg Out (Wasting Thyme),Veg Out (Wasting Thyme),spotify:track:2eTVGfAenHUbZ6VDC3C5Sq
Photay,Windswept,Barely There,spotify:track:6y223orptFis22s5S9IeRZ
KAYTRAMINÉ,KAYTRAMINÉ,UGH UGH,spotify:track:2eruQnjO91iZFeneO7gh1y
Sister Nancy,One Two,Bam Bam,spotify:track:7ixiCZEHWHc8FxaQXQh2P4
ABRA,Unlock It (feat. Playboi Carti),Unlock It (feat. Playboi Carti),spotify:track:4EoZiih7SmUSDyIw8y011F
Holy Hive,Hypnosis,Hypnosis,spotify:track:5ce2YIHkexiouszdurgOfK
Duckwrth,Chrome Bull,Sneaky,spotify:track:6XkG4MmrybBwPUm2d4wD0c
Silk City,Electricity,Electricity,spotify:track:5N4erncE7kuUccm7zEmwzk
Beau Diako,Animal,Animal,spotify:track:2cmvfEmXM1ZqMBiOQLGGQY
Teeze,Kick Back,Kick Back,spotify:track:2fdNtAfErcwzhv4I0p3Cmw
Ariana Grande,"thank u, next","thank u, next",spotify:track:2rPE9A1vEgShuZxxzR2tZH
Brandon Banks,FALLINASPEN,FALLINASPEN,spotify:track:31UdmrxPNekKMvyzEj1VOn
Daley,Alone Together EP,Blame The World,spotify:track:0NjqwlEQAKSBt9QHpWQubG
RADA,Above It,Above It,spotify:track:7DChVjNEhCYac11ChNISJx
Masego,Studying Abroad: Extended Stay,Yebo/Sema,spotify:track:7tFZNqsXf7ESFsT8pYd2RV
Solange,When I Get Home,Stay Flo,spotify:track:6GCIYIWUBSLontW6divqsw
MrBigB,Spike's Interlude,Spike's Interlude,spotify:track:6VezKY2wgBD7zRxWijOmmk
Drake,Take Care,Headlines,spotify:track:6LxSe8YmdPxy095Ux6znaQ
MOZIAH,Madisonsquarepark,Madisonsquarepark,spotify:track:0bU4sEu0zWwlVpjBqoBjZN
The Bleus,SUMN LIKE THIS,SUMN LIKE THIS,spotify:track:2BhB2u9hxOX2ploipaG6fo
Austin Millz,Bad Behavior,Bad Behavior,spotify:track:3x2bfrSIuGuxR5Qj6KxKyk
Beyoncé,RENAISSANCE,ALL UP IN YOUR MIND,spotify:track:3k4CoiIQXiNBrwrmbBMDxj
Nolie,Come Over,Come Over,spotify:track:25wVTIUdnEIvvKn4TUSWZ0
Lou Phelps,Oh Really? (feat. Kiefer),Oh Really? (feat. Kiefer),spotify:track:0ZO6pL1cZgaOSIGQZi1OxW
Iris Temple,Capsize,Capsize,spotify:track:0eAyxd55tFCS1o5UlaBsGG
Smino,Luv 4 Rent,"Pro Freak (with Doechii, Fatman Scoop)",spotify:track:16jl1W58vcK8Jd5ZGbvd5f
DOMi & JD BECK,NOT TiGHT,"PiLOT (feat. Snoop Dogg, Busta Rhymes, Anderson .Paak)",spotify:track:6OquGsVTLqZHyxqG0PLwFz
Rex Orange County,Best Friend,Best Friend,spotify:track:47Bg6IrMed1GPbxRgwH2aC
BROCKHAMPTON,SATURATION,STAR,spotify:track:1xfFPJdRjgDAaMcDgbXwyh
Moses Sumney,græ,Colouour,spotify:track:5pWCBzDSlwoZHozY9XPnr3
Tove Lo,BLUE LIPS,shivering gold,spotify:track:1GXUd5gJuydAdM0dlQrwbX
Oliver Heldens,Break This Habit,Break This Habit,spotify:track:410sU1dPbilSPUqx9A6Ir1
SWIM,Big Steppa,Big Steppa,spotify:track:0aZ8t7DIZisXGdRrLupGKB
Playboi Carti,Whole Lotta Red,Sky,spotify:track:29TPjc8wxfz4XMn21O7VsZ
Cookiee Kawaii,Vanice,Relax Your Mind,spotify:track:6xBuTvXuKyK6v0kQpiX6z4
Pell,Spotify Sessions,Pretty Things - Live from Spotify NYC,spotify:track:38f21QpLggsnPcYoDQebcz
Sebastian Mikael,PHILEO,Overgold,spotify:track:633GSs2SOGklXF91nF3fhA
Ted Park,"Hello, Who Is This?","Hello, Who Is This?",spotify:track:666FA0rbiG6p1G7wABbp3P
Chris Crack,Good Cops Don't Exist,Dogs Don't Bark at Parked Cars,spotify:track:7pQOoEy0gvZB3LdBdxBMqF
stoop lee,E1: Okan,Press Start,spotify:track:2kli6TWVvjVS7GqLgr4GvU
The Foreign Exchange,Connected (Extended Edition),Come Around,spotify:track:08jMBLrT6am3KcoZlC74fy
Tom Misch,Cinnamon Curls,Cinnamon Curls,spotify:track:4GSEf95lL4csXQlT2RGfOe
Childish Gambino,Kauai,Pop Thieves (Make It Feel Good),spotify:track:7jWgkIrTDiB3vF8dm5AUyQ
Amaria,All For You,Secrets,spotify:track:3Eij8meoa3YTbiGDqyXSBk
